"","sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
"981",1130,17,2.29,16,6.99,3.29,"FALSE","FALSE","TRUE","FALSE","B"
"982",1060,17,2.29,19,8.3,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
"983",930,18,2.29,38,16.6,2.6600001,"TRUE","FALSE","FALSE","TRUE","B"
"984",1050,32,0.1,1,10,2.5899999,"FALSE","FALSE","TRUE","FALSE","B"
"985",1090,18,2.29,10,4.37,3.22,"FALSE","FALSE","TRUE","FALSE","B"
"986",1000,42,0.1,2,20,3.47,"FALSE","FALSE","TRUE","FALSE","B"
"987",1150,16,0.38,1,2.63,2.75,"FALSE","FALSE","FALSE","TRUE","B"
"988",1000,43,1.8,5,2.78,2.74,"FALSE","FALSE","TRUE","FALSE","B"
"989",940,107,2.0599999,34,16.5,2.27,"FALSE","FALSE","TRUE","FALSE","C"
"990",1040,42,1.8,45,25,1.88,"FALSE","FALSE","TRUE","FALSE","C"
"991",830,83,1.9299999,42,21.8,2.49,"FALSE","FALSE","TRUE","FALSE","C"
"992",940,41,1.8,21,11.7,2.6800001,"FALSE","FALSE","TRUE","FALSE","B"
"993",910,80,1.97,19,9.64,2.53,"FALSE","FALSE","TRUE","FALSE","B"
"994",1150,79,1.79,20,11.2,2.0799999,"FALSE","FALSE","TRUE","FALSE","C"
"995",1200,16,2.0599999,22,10.7,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
"996",990,13,2.0599999,64,31.1,0.30000001,"FALSE","FALSE","TRUE","FALSE","D"
"997",790,46,1.8,52,28.9,2.78,"FALSE","FALSE","TRUE","FALSE","B"
"998",740,74,1.79,44,24.6,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
"999",1290,16,2.0599999,4,1.94,3.6199999,"FALSE","FALSE","TRUE","FALSE","A"
"1000",1090,14,2.0599999,30,14.6,2.8499999,"FALSE","FALSE","TRUE","FALSE","B"
"1001",1260,76,1.79,10,5.59,2.0999999,"FALSE","FALSE","TRUE","FALSE","C"
"1002",1040,16,0.82999998,23,27.7,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
"1003",1000,85,0.69,8,11.6,3.3499999,"FALSE","FALSE","TRUE","FALSE","B"
"1004",780,74,2.3499999,36,15.3,2.01,"FALSE","FALSE","FALSE","TRUE","C"
"1005",990,83,2.3499999,31,13.2,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
"1006",1010,13,1.8,44,24.4,0.46000001,"FALSE","FALSE","TRUE","FALSE","D"
"1007",1050,14,4.6500001,96,20.6,2.9200001,"FALSE","FALSE","TRUE","FALSE","B"
"1008",820,52,4.5,127,28.2,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
"1009",1080,43,4.5,191,42.4,1.97,"FALSE","FALSE","TRUE","FALSE","C"
"1010",1030,111,3.8299999,37,9.66,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
"1011",1000,123,3.8299999,110,28.7,2.3399999,"FALSE","FALSE","TRUE","FALSE","C"
"1012",1020,43,4.5,147,32.7,3.3399999,"FALSE","FALSE","TRUE","FALSE","B"
"1013",1180,24,4.5,44,9.78,3.3299999,"FALSE","FALSE","TRUE","FALSE","B"
"1014",1130,124,3.8299999,42,11,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
"1015",920,41,4.5,111,24.7,3.21,"FALSE","FALSE","TRUE","FALSE","B"
"1016",1220,13,4.6500001,8,1.72,4,"TRUE","FALSE","FALSE","TRUE","A"
"1017",990,10,4.6500001,183,39.4,2.3,"FALSE","FALSE","TRUE","FALSE","C"
"1018",1080,45,4.5,62,13.8,2.73,"FALSE","FALSE","TRUE","FALSE","B"
"1019",1110,13,4.6500001,308,66.2,1.76,"FALSE","FALSE","TRUE","FALSE","C"
"1020",860,17,4.6500001,52,11.2,1.35,"FALSE","FALSE","TRUE","FALSE","D"
"1021",970,79,3.9000001,117,30,2.1300001,"FALSE","FALSE","TRUE","FALSE","C"
"1022",1000,17,4.6500001,86,18.5,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
"1023",1210,18,4.6500001,26,5.59,2.72,"FALSE","FALSE","FALSE","FALSE","B"
"1024",1090,14,4.6500001,115,24.7,3.1400001,"FALSE","FALSE","TRUE","FALSE","B"
"1025",970,110,3.8299999,54,14.1,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
"1026",1050,45,4.5,56,12.4,3.1099999,"FALSE","FALSE","FALSE","FALSE","B"
"1027",1060,78,3.9000001,157,40.3,2.05,"FALSE","FALSE","TRUE","FALSE","C"
"1028",910,54,3.9000001,118,30.3,2.01,"FALSE","FALSE","TRUE","FALSE","C"
"1029",1200,123,3.8299999,8,2.09,3.0899999,"FALSE","FALSE","TRUE","FALSE","B"
"1030",1000,119,3.8299999,148,38.6,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
"1031",1160,85,2.4100001,53,22,3.0699999,"FALSE","FALSE","TRUE","FALSE","B"
"1032",930,18,2.6600001,53,19.9,3,"FALSE","FALSE","TRUE","FALSE","B"
"1033",1210,15,2.6600001,35,13.2,1.8,"FALSE","FALSE","TRUE","FALSE","C"
"1034",960,13,2.6600001,69,25.9,1.46,"FALSE","FALSE","TRUE","FALSE","D"
"1035",1100,52,2.4000001,12,5,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
"1036",950,68,2.4100001,66,27.4,2.2,"FALSE","FALSE","TRUE","FALSE","C"
"1037",1220,34,3,1,0.333,2.76,"FALSE","FALSE","FALSE","TRUE","B"
"1038",980,47,3,2,0.667,2.74,"FALSE","FALSE","FALSE","TRUE","B"
"1039",900,55,3,30,10,2.21,"FALSE","FALSE","FALSE","TRUE","C"
"1040",1010,15,2.7,7,2.59,2.26,"FALSE","FALSE","FALSE","TRUE","C"
"1041",1180,103,0.52999997,25,47.2,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
"1042",1140,44,0.58999997,20,33.9,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
"1043",880,73,0.81,71,87.7,2.24,"FALSE","FALSE","TRUE","FALSE","C"
"1044",840,79,0.81,59,72.8,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"1045",1000,85,0.82999998,57,68.7,2.51,"FALSE","FALSE","TRUE","FALSE","B"
"1046",1010,68,0.81,26,32.1,3.04,"FALSE","FALSE","TRUE","FALSE","B"
"1047",1320,77,0.81,19,23.5,3.01,"FALSE","FALSE","TRUE","FALSE","B"
"1048",950,49,0.69999999,24,34.3,2.71,"FALSE","FALSE","TRUE","FALSE","B"
"1049",1050,17,0.73000002,27,37,2.47,"FALSE","FALSE","TRUE","FALSE","C"
"1050",960,69,0.81,56,69.1,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
"1051",1220,50,0.69999999,42,60,2.46,"FALSE","FALSE","TRUE","FALSE","C"
"1052",1280,82,4,8,2,3.7,"FALSE","FALSE","TRUE","FALSE","A"
"1053",990,102,4,120,30,2,"FALSE","FALSE","TRUE","FALSE","C"
"1054",1140,127,4,31,7.75,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
"1055",980,61,4,134,33.5,2.4400001,"FALSE","FALSE","FALSE","TRUE","C"
"1056",870,16,4,168,42,1.75,"FALSE","FALSE","TRUE","FALSE","C"
"1057",1220,13,4,150,37.5,3.0699999,"FALSE","FALSE","TRUE","FALSE","B"
"1058",1130,17,4,71,17.8,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
"1059",880,83,4,67,16.8,1.77,"FALSE","FALSE","FALSE","TRUE","C"
"1060",1000,71,4,94,23.5,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
"1061",1110,13,4,48,12,2,"FALSE","FALSE","TRUE","FALSE","C"
"1062",1190,13,4,130,32.5,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"1063",1170,101,4,27,6.75,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"1064",1130,14,4,80,20,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
"1065",1210,73,4,119,29.8,2.1600001,"FALSE","FALSE","TRUE","FALSE","C"
"1066",950,13,4,112,28,0.83999997,"FALSE","FALSE","FALSE","TRUE","D"
"1067",1250,74,1.61,1,0.621,3.4000001,"FALSE","FALSE","TRUE","FALSE","B"
"1068",840,16,2.3,5,2.17,1.1799999,"FALSE","FALSE","FALSE","TRUE","D"
"1069",860,77,1.61,32,19.9,1.9400001,"FALSE","FALSE","FALSE","TRUE","C"
"1070",960,16,3.8599999,10,2.59,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
"1071",920,13,3.8599999,54,14,2.46,"FALSE","FALSE","TRUE","FALSE","C"
"1072",1100,16,3.8599999,12,3.11,3.25,"FALSE","FALSE","TRUE","FALSE","B"
"1073",960,14,3.8599999,45,11.7,2.28,"FALSE","FALSE","TRUE","FALSE","C"
"1074",840,118,3.5,27,7.71,2.8,"FALSE","FALSE","FALSE","TRUE","B"
"1075",1060,47,3.5,19,5.43,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"1076",980,76,2.96,43,14.5,2.55,"FALSE","FALSE","TRUE","FALSE","B"
"1077",770,17,3.8599999,223,57.8,1.35,"TRUE","FALSE","FALSE","TRUE","D"
"1078",1100,53,3.5,16,4.57,1.71,"FALSE","FALSE","TRUE","FALSE","C"
"1079",1060,49,1.12,15,13.4,2.53,"FALSE","FALSE","TRUE","FALSE","B"
"1080",1100,18,1.15,44,38.3,1.66,"FALSE","FALSE","TRUE","FALSE","C"
"1081",1140,17,1.15,1,0.87,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
"1082",880,97,0.94,1,1.06,2.4400001,"FALSE","FALSE","FALSE","TRUE","C"
"1083",1040,48,2.71,7,2.58,3,"FALSE","FALSE","FALSE","TRUE","B"
"1084",1180,16,5.3899999,128,23.7,2,"FALSE","FALSE","TRUE","FALSE","C"
"1085",990,78,0.72000003,3,4.17,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
"1086",890,12,0.69,63,91.3,2.75,"TRUE","FALSE","TRUE","FALSE","B"
"1087",700,40,0.89999998,2,2.22,2.22,"FALSE","FALSE","FALSE","TRUE","C"
"1088",910,10,1.77,55,31.1,1.6,"FALSE","FALSE","TRUE","FALSE","C"
"1089",1080,84,1.5700001,5,3.18,3.1099999,"FALSE","FALSE","TRUE","FALSE","B"
"1090",840,116,0.94,1,1.06,2.0799999,"FALSE","FALSE","FALSE","TRUE","C"
"1091",1010,12,0.12,6,50,1.66,"FALSE","FALSE","TRUE","FALSE","C"
"1092",1110,44,2.6700001,7,2.62,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
"1093",960,36,2.6700001,20,7.49,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
"1094",910,39,2.6700001,33,12.4,1.46,"FALSE","FALSE","FALSE","FALSE","D"
"1095",1030,16,0.76999998,4,5.19,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
"1096",1150,121,0.80000001,3,3.75,3.23,"FALSE","FALSE","TRUE","FALSE","B"
"1097",1100,48,0.56999999,5,8.77,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
"1098",920,108,2.5,19,7.6,3.3099999,"FALSE","FALSE","TRUE","FALSE","B"
"1099",1240,17,2.04,20,9.8,1.9400001,"FALSE","FALSE","TRUE","FALSE","C"
"1100",1080,41,2.4400001,18,7.38,2.29,"FALSE","FALSE","TRUE","FALSE","C"
"1101",1290,50,2.4400001,26,10.7,3.02,"FALSE","FALSE","FALSE","FALSE","B"
"1102",1150,40,2.4400001,6,2.46,2.77,"FALSE","FALSE","TRUE","FALSE","B"
"1103",1000,108,2.5,26,10.4,2.6099999,"FALSE","FALSE","TRUE","FALSE","B"
"1104",1130,84,2.5699999,18,7,3.47,"FALSE","FALSE","TRUE","FALSE","B"
"1105",1110,18,2.04,9,4.41,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
"1106",950,49,2.6800001,43,16,2.0799999,"FALSE","FALSE","TRUE","FALSE","C"
"1107",1020,117,2.72,15,5.51,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
"1108",850,13,2.6800001,59,22,2,"FALSE","FALSE","TRUE","FALSE","C"
"1109",1010,66,2.75,82,29.8,1.77,"FALSE","FALSE","TRUE","FALSE","C"
"1110",970,77,2.72,49,18,2.45,"FALSE","FALSE","TRUE","FALSE","C"
"1111",870,42,2.6800001,13,4.85,2.6099999,"FALSE","FALSE","TRUE","FALSE","B"
"1112",860,44,3.03,114,37.6,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
"1113",890,51,2.6800001,30,11.2,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
"1114",1050,117,2.72,2,0.735,3.5,"FALSE","FALSE","TRUE","FALSE","A"
"1115",940,17,2.6800001,71,26.5,1.52,"FALSE","FALSE","TRUE","FALSE","C"
"1116",950,17,2.6800001,16,5.97,2.76,"FALSE","FALSE","TRUE","FALSE","B"
"1117",1020,113,2.72,139,51.1,2.1300001,"FALSE","FALSE","TRUE","FALSE","C"
"1118",1180,17,2.6800001,12,4.48,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
"1119",1030,48,2.6800001,14,5.22,3.6199999,"FALSE","FALSE","TRUE","FALSE","A"
"1120",1020,106,2.72,40,14.7,2.3,"FALSE","FALSE","TRUE","FALSE","C"
"1121",1120,38,2.6800001,18,6.72,1.92,"FALSE","FALSE","TRUE","FALSE","C"
"1122",730,15,3.0899999,75,24.3,1.53,"FALSE","FALSE","TRUE","FALSE","C"
"1123",930,17,2.6800001,67,25,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
"1124",1090,12,2.6800001,69,25.7,1.5,"FALSE","FALSE","TRUE","FALSE","C"
"1125",1140,107,2.72,22,8.09,2.23,"FALSE","FALSE","TRUE","FALSE","C"
"1126",1460,17,3.5699999,2,0.56,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
"1127",1030,47,2.95,32,10.8,3.1700001,"FALSE","FALSE","TRUE","FALSE","B"
"1128",870,17,0.1,6,60,3.47,"FALSE","FALSE","TRUE","FALSE","B"
"1129",910,46,0.11,2,18.2,2.3199999,"FALSE","FALSE","TRUE","FALSE","C"
"1130",720,18,2.0799999,50,24,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
"1131",1180,70,1.85,2,1.08,3.78,"FALSE","FALSE","TRUE","FALSE","A"
"1132",960,51,2.05,65,31.7,1.92,"FALSE","FALSE","TRUE","FALSE","C"
"1133",860,13,2.0799999,59,28.4,2.3800001,"FALSE","FALSE","FALSE","TRUE","C"
"1134",1060,16,2.0799999,10,4.81,3.25,"FALSE","FALSE","TRUE","FALSE","B"
"1135",1060,17,2.0799999,12,5.77,2.8199999,"FALSE","FALSE","TRUE","FALSE","B"
"1136",990,11,0.37,16,43.2,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
"1137",950,73,0.27000001,8,29.6,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
"1138",950,119,0.25,14,56,2.26,"FALSE","FALSE","TRUE","FALSE","C"
"1139",1130,18,2.8900001,3,1.04,3.6099999,"FALSE","FALSE","TRUE","FALSE","A"
"1140",1280,18,2.8900001,11,3.81,3.22,"FALSE","FALSE","TRUE","FALSE","B"
"1141",970,15,2.8900001,50,17.3,2.8599999,"FALSE","FALSE","TRUE","FALSE","B"
"1142",830,41,2.45,73,29.8,2.02,"TRUE","FALSE","TRUE","FALSE","C"
"1143",1020,88,3.05,19,6.23,2.28,"FALSE","FALSE","TRUE","FALSE","C"
"1144",1190,15,2.8900001,7,2.42,4,"FALSE","FALSE","TRUE","FALSE","A"
"1145",1100,45,2.52,22,8.73,2.46,"FALSE","FALSE","TRUE","FALSE","C"
"1146",780,20,2.8900001,87,30.1,1.95,"FALSE","FALSE","TRUE","FALSE","C"
"1147",1130,52,2.6199999,90,34.4,1.71,"FALSE","FALSE","TRUE","FALSE","C"
"1148",1020,15,2.75,96,34.9,2,"FALSE","FALSE","TRUE","FALSE","C"
"1149",990,81,2.5,25,10,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
"1150",1170,76,2.5,34,13.6,2.51,"FALSE","FALSE","TRUE","FALSE","B"
"1151",1060,111,2.52,19,7.54,2.8499999,"FALSE","FALSE","TRUE","FALSE","B"
"1152",1120,110,2.52,15,5.95,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
"1153",1100,81,2.5,6,2.4,3.54,"FALSE","FALSE","TRUE","FALSE","A"
"1154",1140,90,2.5,9,3.6,3.73,"FALSE","FALSE","TRUE","FALSE","A"
"1155",1060,43,2.28,58,25.4,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
"1156",1050,39,2.28,26,11.4,2.74,"FALSE","FALSE","TRUE","FALSE","B"
"1157",1080,16,2.75,21,7.64,3.3099999,"FALSE","FALSE","TRUE","FALSE","B"
"1158",990,43,2.28,36,15.8,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
"1159",1050,42,2.28,84,36.8,2.21,"FALSE","FALSE","TRUE","FALSE","C"
"1160",770,75,2.5699999,26,10.1,2.22,"FALSE","FALSE","FALSE","TRUE","C"
"1161",1190,17,1.96,6,3.06,2.4100001,"FALSE","FALSE","FALSE","TRUE","C"
"1162",870,124,1.5,34,22.7,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
"1163",1140,82,1.86,7,3.76,3.79,"FALSE","FALSE","TRUE","FALSE","A"
"1164",1050,15,2.3800001,31,13,2.46,"FALSE","FALSE","TRUE","FALSE","C"
"1165",1320,17,2.3800001,1,0.42,4,"FALSE","FALSE","TRUE","FALSE","A"
"1166",950,103,1.48,18,12.2,2.53,"TRUE","FALSE","TRUE","FALSE","B"
"1167",1100,116,1.48,46,31.1,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
"1168",1290,15,2.3800001,6,2.52,4,"FALSE","FALSE","TRUE","FALSE","A"
"1169",1050,13,2.3800001,41,17.2,1.76,"FALSE","FALSE","TRUE","FALSE","C"
"1170",1020,78,1.78,35,19.7,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
"1171",1110,74,1.78,12,6.74,2.21,"FALSE","FALSE","TRUE","FALSE","C"
"1172",930,14,2.3800001,98,41.2,2.71,"FALSE","FALSE","TRUE","FALSE","B"
"1173",980,13,2.3800001,46,19.3,2.76,"TRUE","FALSE","TRUE","FALSE","B"
"1174",1230,17,2.3800001,5,2.1,4,"FALSE","FALSE","TRUE","FALSE","A"
"1175",940,17,2.3800001,36,15.1,2.52,"FALSE","FALSE","TRUE","FALSE","B"
"1176",1040,43,1.89,63,33.3,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
"1177",960,75,1.5,8,5.33,3.3199999,"FALSE","FALSE","TRUE","FALSE","B"
"1178",1060,108,1.5,35,23.3,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
"1179",1280,17,2.3800001,17,7.14,3.47,"FALSE","FALSE","TRUE","FALSE","B"
"1180",1340,17,2.3800001,8,3.36,4,"FALSE","FALSE","TRUE","FALSE","A"
"1181",1050,85,1.78,34,19.1,1.77,"FALSE","FALSE","TRUE","FALSE","C"
"1182",1100,47,1.89,24,12.7,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
"1183",1130,49,1.89,10,5.29,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
"1184",1000,11,0.23,9,39.1,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
"1185",1060,17,0.23,7,30.4,1.05,"FALSE","FALSE","TRUE","FALSE","D"
"1186",1190,73,4.9400001,9,1.82,3.5599999,"FALSE","FALSE","TRUE","FALSE","A"
"1187",640,95,5.3400002,165,30.9,1.92,"TRUE","FALSE","FALSE","TRUE","C"
"1188",1020,42,3.96,33,8.33,1.92,"FALSE","FALSE","FALSE","TRUE","C"
"1189",1410,68,4.0900002,5,1.22,3.72,"FALSE","FALSE","TRUE","FALSE","A"
"1190",880,15,4.1300001,53,12.8,0.52999997,"FALSE","FALSE","TRUE","FALSE","D"
"1191",1240,92,4.0900002,25,6.11,2.5699999,"FALSE","FALSE","FALSE","TRUE","B"
"1192",960,20,4.1300001,123,29.8,1.6,"FALSE","FALSE","TRUE","FALSE","C"
"1193",1030,18,4.1300001,52,12.6,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
"1194",1070,17,4.1300001,36,8.72,2,"FALSE","FALSE","TRUE","FALSE","C"
"1195",850,14,4.1300001,183,44.3,1.28,"FALSE","FALSE","TRUE","FALSE","D"
"1196",960,99,4.0900002,40,9.78,1.92,"FALSE","FALSE","TRUE","FALSE","C"
"1197",960,90,4.0100002,40,9.98,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
"1198",900,107,4.0900002,66,16.1,2.79,"FALSE","FALSE","TRUE","FALSE","B"
"1199",950,73,4.9400001,83,16.8,2.28,"FALSE","FALSE","TRUE","FALSE","C"
"1200",1020,50,3.96,10,2.53,2.54,"FALSE","FALSE","TRUE","FALSE","B"
"1201",1200,50,2.75,10,3.64,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
"1202",730,65,2.76,35,12.7,2.52,"FALSE","FALSE","FALSE","TRUE","B"
"1203",1280,81,2.76,3,1.09,3.3199999,"FALSE","FALSE","TRUE","FALSE","B"
"1204",1100,71,3.8,98,25.8,2.46,"FALSE","FALSE","TRUE","FALSE","C"
"1205",890,70,1.0599999,14,13.2,2.47,"FALSE","FALSE","TRUE","FALSE","C"
"1206",1130,65,1.03,4,3.88,3.3299999,"FALSE","FALSE","TRUE","FALSE","B"
"1207",920,75,1.03,11,10.7,3.3599999,"FALSE","FALSE","TRUE","FALSE","B"
"1208",1120,17,3.05,18,5.9,3.1700001,"FALSE","FALSE","FALSE","FALSE","B"
"1209",1070,44,2.7,41,15.2,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
"1210",1180,13,2.7,3,1.11,2.3,"FALSE","FALSE","FALSE","FALSE","C"
"1211",1140,84,3.25,10,3.08,3.0999999,"FALSE","FALSE","FALSE","FALSE","B"
"1212",1210,88,3.25,13,4,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
"1213",1090,72,3.5,27,7.71,3.04,"FALSE","FALSE","TRUE","FALSE","B"
"1214",990,75,3.25,8,2.46,2.78,"FALSE","FALSE","FALSE","FALSE","B"
"1215",1150,45,3.6800001,6,1.63,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
"1216",1000,17,3.5799999,11,3.07,3.1700001,"FALSE","FALSE","TRUE","FALSE","B"
"1217",980,83,2.6099999,7,2.68,2.8499999,"FALSE","FALSE","TRUE","FALSE","B"
"1218",1150,17,3.5799999,3,0.838,2.9400001,"FALSE","FALSE","FALSE","FALSE","B"
"1219",910,15,0.89999998,15,16.7,2.3299999,"FALSE","FALSE","TRUE","FALSE","C"
"1220",960,14,0.91000003,20,22,0.63999999,"FALSE","FALSE","TRUE","FALSE","D"
"1221",1180,50,2.1900001,8,3.65,3.26,"FALSE","FALSE","TRUE","FALSE","B"
"1222",860,84,2.23,26,11.7,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
"1223",1010,17,1.98,10,5.05,3,"FALSE","FALSE","TRUE","FALSE","B"
"1224",1020,40,2.1900001,14,6.39,2.77,"FALSE","FALSE","TRUE","FALSE","B"
"1225",1290,49,2.1900001,6,2.74,2.9300001,"FALSE","FALSE","TRUE","FALSE","B"
"1226",1210,17,1.98,1,0.505,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
"1227",990,100,2.26,57,25.2,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
"1228",970,107,2.26,58,25.7,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
"1229",1310,47,2.1900001,4,1.83,3.9300001,"FALSE","FALSE","TRUE","FALSE","A"
"1230",1000,81,2.23,77,34.5,2.03,"FALSE","FALSE","TRUE","FALSE","C"
"1231",1080,46,1.12,35,31.2,2.97,"FALSE","FALSE","TRUE","FALSE","B"
"1232",1220,15,2,9,4.5,2.46,"FALSE","FALSE","TRUE","FALSE","C"
"1233",850,118,1.92,16,8.33,1.92,"FALSE","FALSE","TRUE","FALSE","C"
"1234",910,80,1.77,18,10.2,2.76,"FALSE","FALSE","FALSE","TRUE","B"
"1235",1170,59,2.3,13,5.65,2.6099999,"TRUE","FALSE","TRUE","FALSE","B"
"1236",990,16,2,23,11.5,2.1199999,"FALSE","FALSE","TRUE","FALSE","C"
"1237",1160,15,0.1,6,60,1.73,"FALSE","FALSE","TRUE","FALSE","C"
"1238",1150,126,0.1,6,60,3.1500001,"FALSE","FALSE","TRUE","FALSE","B"
"1239",1030,11,0.1,7,70,2.72,"FALSE","FALSE","TRUE","FALSE","B"
"1240",1130,42,2.0899999,39,18.7,3.45,"FALSE","FALSE","TRUE","FALSE","B"
"1241",970,17,2.1900001,12,5.48,3.23,"FALSE","FALSE","TRUE","FALSE","B"
"1242",1220,85,2.2,39,17.7,2.21,"FALSE","FALSE","TRUE","FALSE","C"
"1243",1090,88,2.4000001,62,25.8,2.25,"FALSE","FALSE","TRUE","FALSE","C"
"1244",1090,10,2.2,78,35.5,1.6,"FALSE","FALSE","TRUE","FALSE","C"
"1245",1150,64,2.2,61,27.7,3.01,"FALSE","FALSE","TRUE","FALSE","B"
"1246",1040,57,2.4000001,44,18.3,1.45,"FALSE","FALSE","TRUE","FALSE","D"
"1247",700,14,1.91,124,64.9,1.28,"TRUE","FALSE","FALSE","TRUE","D"
"1248",1030,47,2.1099999,41,19.4,2.27,"FALSE","FALSE","TRUE","FALSE","C"
"1249",950,39,2.1099999,79,37.4,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
"1250",970,16,1.91,20,10.5,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
"1251",1070,16,1.91,16,8.38,2.25,"FALSE","FALSE","TRUE","FALSE","C"
"1252",1030,16,1.91,37,19.4,1.1799999,"FALSE","FALSE","FALSE","TRUE","D"
"1253",1180,48,2.1099999,14,6.64,3.5999999,"FALSE","FALSE","FALSE","FALSE","A"
"1254",1280,17,1.91,1,0.524,3.05,"FALSE","FALSE","TRUE","FALSE","B"
"1255",1330,49,2.1099999,3,1.42,3.8499999,"FALSE","FALSE","TRUE","FALSE","A"
"1256",880,11,1.91,53,27.7,1.36,"FALSE","FALSE","TRUE","FALSE","D"
"1257",1140,65,2.1099999,4,1.9,3.47,"FALSE","FALSE","TRUE","FALSE","B"
"1258",850,120,1.2,26,21.7,2.6700001,"FALSE","FALSE","TRUE","FALSE","B"
"1259",1030,48,0.36000001,8,22.2,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
"1260",990,37,0.36000001,18,50,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
"1261",980,114,0.23,5,21.7,3.22,"FALSE","FALSE","TRUE","FALSE","B"
"1262",1030,65,0.25,12,48,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
"1263",1120,43,0.36000001,8,22.2,2.3,"FALSE","FALSE","TRUE","FALSE","C"
"1264",1110,128,1.76,3,1.7,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
"1265",1340,46,1.25,3,2.4,2.28,"FALSE","FALSE","TRUE","FALSE","C"
"1266",1000,13,0.37,21,56.8,1.6900001,"FALSE","FALSE","TRUE","FALSE","C"
"1267",1240,52,0.40000001,1,2.5,3.8399999,"FALSE","FALSE","TRUE","FALSE","A"
"1268",1000,46,0.40000001,9,22.5,2.5599999,"FALSE","FALSE","TRUE","FALSE","B"
"1269",1020,129,0.38999999,12,30.8,2.5,"FALSE","FALSE","TRUE","FALSE","B"
"1270",1020,106,2.76,15,5.43,3.3599999,"FALSE","FALSE","TRUE","FALSE","B"
"1271",910,40,2.3800001,73,30.7,2.72,"FALSE","FALSE","TRUE","FALSE","B"
